entity,variable,date,value,unit,measurementMethod,observationPeriod
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-08,1.69,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-09,1.7,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-10,1.71,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-11,1.72,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-14,1.7,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-15,1.76,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-16,1.72,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-17,1.73,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-18,1.7,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-21,1.66,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-22,1.63,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-23,1.64,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-24,1.72,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-25,1.71,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-29,1.7,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-30,1.69,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-05-31,1.8,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-01,1.78,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-04,1.76,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-05,1.72,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-06,1.7,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-07,1.69,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-08,1.67,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-11,1.65,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-12,1.61,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-13,1.66,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-14,1.86,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-15,1.89,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-18,1.86,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-19,1.85,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-20,1.83,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-21,1.84,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-22,1.89,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-25,1.88,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-26,1.87,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-28,1.89,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-06-29,2.09,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-02,2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-03,1.97,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-05,1.95,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-06,1.9,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-09,1.87,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-10,1.87,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-11,1.86,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-12,1.87,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-13,1.88,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-16,1.93,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-17,1.91,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-18,1.88,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-19,1.88,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-20,1.86,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-23,1.85,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-24,1.86,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-25,1.84,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-27,1.87,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-30,1.86,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-07-31,1.91,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-01,1.86,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-02,1.9,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-03,1.85,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-06,1.85,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-07,1.85,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-08,1.87,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-09,1.9,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-10,1.89,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-13,1.89,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-14,1.9,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-15,1.97,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-16,1.98,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-17,1.91,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-20,1.89,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-21,1.89,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-22,1.89,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-23,1.93,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-24,1.93,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-27,1.92,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-28,1.93,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-29,1.91,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-30,1.93,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-08-31,1.95,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-04,1.93,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-05,1.87,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-06,1.87,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-07,1.92,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-10,1.92,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-11,1.92,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-12,1.9,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-13,1.91,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-14,1.9,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-17,1.98,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-18,1.93,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-20,1.91,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-21,1.9,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-25,1.91,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-26,1.9,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-09-28,2.22,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-01,2.2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-02,2.18,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-03,2.18,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-04,2.17,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-05,2.15,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-09,2.13,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-10,2.12,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-11,2.15,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-12,2.16,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-15,2.2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-16,2.19,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-17,2.18,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-18,2.2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-19,2.19,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-22,2.17,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-23,2.16,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-24,2.17,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-25,2.18,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-26,2.18,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-29,2.18,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-30,2.18,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-10-31,2.21,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-01,2.23,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-02,2.25,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-05,2.24,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-06,2.22,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-07,2.17,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-08,2.2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-09,2.2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-13,2.19,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-14,2.18,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-15,2.26,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-16,2.26,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-19,2.22,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-20,2.19,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-21,2.18,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-23,2.22,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-26,2.19,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-27,2.18,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-28,2.19,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-29,2.22,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-11-30,2.28,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-03,2.23,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-04,2.26,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-06,2.34,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-07,2.29,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-10,2.2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-11,2.18,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-12,2.19,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-13,2.2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-14,2.2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-17,2.31,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-18,2.32,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-19,2.3,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-20,2.43,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-21,2.41,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-24,2.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-27,2.43,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2018-12-28,2.44,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-02,3.1,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-03,2.68,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-04,2.44,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-07,2.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-08,2.42,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-09,2.45,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-10,2.44,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-11,2.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-14,2.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-15,2.45,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-16,2.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-17,2.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-18,2.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-22,2.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-23,2.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-24,2.42,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2019-01-25,2.41,Percent,seiche/OfrPreliminaryRelease,P1D
