entity,variable,date,value,unit,measurementMethod,observationPeriod
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-03-28,4.36,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-03-31,4.43,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-01,4.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-02,4.39,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-03,4.41,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-04,4.38,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-07,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-08,4.42,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-09,4.44,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-10,4.39,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-11,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-14,4.33,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-15,4.38,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-16,4.34,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-17,4.34,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-21,4.34,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-22,4.32,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-23,4.3,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-24,4.3,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-25,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-28,4.39,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-29,4.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-04-30,4.43,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-01,4.41,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-02,4.38,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-05,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-06,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-07,4.33,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-08,4.32,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-09,4.31,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-12,4.31,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-13,4.33,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-14,4.31,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-15,4.34,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-16,4.33,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-19,4.31,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-20,4.3,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-21,4.28,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-22,4.27,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-23,4.28,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-27,4.34,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-28,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-29,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-05-30,4.38,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-02,4.37,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-03,4.34,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-04,4.31,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-05,4.31,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-06,4.31,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-09,4.31,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-10,4.3,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-11,4.3,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-12,4.3,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-13,4.3,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-16,4.34,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-17,4.33,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-18,4.31,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-20,4.31,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-23,4.3,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-24,4.32,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-25,4.37,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-26,4.43,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-27,4.42,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-06-30,4.45,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-01,4.45,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-02,4.42,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-03,4.37,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-07,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-08,4.36,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-09,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-10,4.34,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-11,4.34,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-14,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-15,4.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-16,4.37,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-17,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-18,4.32,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-21,4.29,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-22,4.29,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-23,4.29,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-24,4.32,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-25,4.37,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-28,4.38,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-29,4.38,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-30,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-07-31,4.41,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-01,4.36,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-04,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-05,4.36,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-06,4.36,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-07,4.37,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-08,4.37,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-11,4.37,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-12,4.39,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-13,4.36,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-14,4.36,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-15,4.38,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-18,4.36,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-19,4.34,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-20,4.33,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-21,4.35,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-22,4.38,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-25,4.39,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-26,4.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-27,4.37,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-28,4.36,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-08-29,4.36,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-02,4.41,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-03,4.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-04,4.42,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-05,4.44,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-08,4.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-09,4.38,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-10,4.39,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-11,4.41,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-12,4.43,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-15,4.55,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-16,4.4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-17,4.38,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-18,4.15,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-19,4.16,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-22,4.15,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-23,4.13,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-24,4.15,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-25,4.2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-26,4.17,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-29,4.15,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-09-30,4.27,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-01,4.2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-02,4.21,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-03,4.2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-06,4.17,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-07,4.16,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-08,4.14,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-09,4.14,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-10,4.16,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-14,4.2,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-15,4.29,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-16,4.31,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-17,4.21,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-20,4.17,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-21,4.23,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-22,4.22,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-23,4.25,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-24,4.25,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-27,4.28,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-28,4.32,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-29,4.28,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-30,4.04,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-10-31,4.21,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-03,4.15,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-04,4.04,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-05,3.94,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-06,3.94,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-07,3.94,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-10,3.97,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-12,4,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-13,4.02,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-14,3.97,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-17,4.01,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-18,3.96,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-19,3.92,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-20,3.91,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-21,3.94,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-24,3.97,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-25,4.02,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-26,4.07,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-11-28,4.14,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-12-01,4.13,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-12-02,4.02,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-12-03,3.95,Percent,seiche/OfrPreliminaryRelease,P1D
country/USA,seiche/OfrDvpOvernightOpenRepo_Mean_InterestRate_FinancialInstrument,2025-12-04,3.93,Percent,seiche/OfrPreliminaryRelease,P1D
