entity,variable,date,value,unit,measurementMethod,observationPeriod
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2014-11-30,261052195.64,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2014-12-31,82555877.11,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2015-01-31,101397236.02,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2015-02-28,154415966.72,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2015-03-31,246795955.72,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2015-04-30,319259047.84,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2015-05-31,126175753.01,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2015-06-30,372960192.09,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2015-07-31,149241917.62,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2015-08-31,101179568.73,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2015-09-30,788392999.09,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2015-10-31,608476865.65,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2015-11-30,33726778.62,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2015-12-31,119192637.35,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2016-01-31,139587781.28,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2016-02-29,78731352.66,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2016-03-31,40580074.32,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2016-04-30,18541856.41,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2017-02-28,6203000,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2017-03-31,9389000,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2017-04-30,24096000,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2017-05-31,13567000,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2017-06-30,4883685181.49,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2017-07-31,5192338646.53,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2017-08-31,6504217487.5,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2017-09-30,15741483783.03,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2017-10-31,12489854710.57,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2017-11-30,13170145435.04,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2017-12-31,34003883847.36,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2018-01-31,21459967748.83,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2018-02-28,21314731871.1,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2018-03-31,23754997175.46,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2018-04-30,19706956021.2,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2018-05-31,47141589922.87,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2018-06-30,51395910610,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2018-07-31,44987980642.07,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2018-08-31,38348204728.36,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2018-09-30,81062125881.67,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2018-10-31,74292219742.69,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2018-11-30,84838432154.45,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2018-12-31,138839400382.09,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2019-01-31,95750865567.76,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2019-02-28,103027149795.45,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2019-03-31,97593404236.61,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2019-04-30,107248943868.17,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2019-05-31,154220987757.07,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2019-06-30,190005469970.79,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2019-07-31,204092094496.31,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2019-08-31,188340189862.84,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2019-09-30,169777288201.86,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2019-10-31,168202110590.71,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2019-11-30,141494310163.15,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2019-12-31,272016771175.47,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2020-01-31,234402721735.25,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2020-02-29,202084062571.14,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2020-03-31,259377390766.86,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2020-04-30,214089906945.28,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2020-05-31,132945207252.89,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2020-06-30,107068624022.86,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2020-07-31,101359308524.32,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2020-08-31,108678362052.07,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2020-09-30,138940422015.42,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2020-10-31,90255256368.47,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2020-11-30,141493805284.13,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2020-12-31,168747604733.72,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2021-01-31,104733483845.29,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2021-02-28,92550983784.98,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2021-03-31,115354230925.28,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2021-04-30,102967946427.28,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2021-05-31,72438669103.57,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2021-06-30,82810465919.5,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2021-07-31,77401004679.66,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2021-08-31,104885128227.83,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2021-09-30,91539814566.93,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2021-10-31,70106044933.75,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2021-11-30,137849422318.14,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2021-12-31,96959739147.76,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2022-01-31,101691865986.77,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2022-02-28,141210807442.76,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2022-03-31,96042925028.41,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2022-04-30,67199552110.58,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2022-05-31,87738407232.4,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2022-06-30,68391022447.21,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2022-07-31,46646194138.02,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2022-08-31,53283839285.61,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2022-09-30,64016048314.96,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2022-10-31,75564618426.72,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2022-11-30,126346106744.61,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2022-12-31,110147685534.35,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2023-01-31,188600158475.85,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2023-02-28,183853767381.41,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2023-03-31,237799917481.99,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2023-04-30,233620403255.17,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2023-05-31,339993510809.02,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2023-06-30,335118067841.16,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2023-07-31,330207968754.46,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2023-08-31,365719435115.69,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2023-09-30,365618183083.93,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2023-10-31,376844460601.36,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2023-11-30,419355351561.81,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2023-12-31,446680863000.27,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2024-01-31,483756431233.07,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2024-02-29,490618748757.72,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2024-03-31,504923291074.01,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2024-04-30,517371321308.52,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2024-05-31,532729095388.39,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2024-06-30,539091518002.01,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2024-07-31,634939834918.76,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2024-08-31,642900921326.54,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2024-09-30,797908811698.96,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2024-10-31,777885711965.95,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2024-11-30,786799057606.31,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2024-12-31,864694189313.88,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2025-01-31,915709142481.32,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2025-02-28,887255688957.77,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2025-03-31,927532737356.58,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2025-04-30,998889192095.19,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2025-05-31,939149271470.96,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2025-06-30,1073670938424.47,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2025-07-31,1104586852386.9,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2025-08-31,954952416179.43,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2025-09-30,1114928302370.02,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2025-10-31,1112522558460.61,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2025-11-30,1162622575826.26,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2025-12-31,1297873907336.85,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2026-01-31,1190256909031.09,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2026-02-28,1185076724533.84,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2026-03-31,1255687471551.98,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2026-04-30,1163911171920.43,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2026-05-31,1168724737512.84,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2026-06-30,1301062108365.04,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoFicc_Sum_Amount_Investment,2026-07-31,1075930020676.2,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2010-11-30,655920338780.92,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2010-12-31,531220500803.24,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2011-01-31,584867835447.87,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2011-02-28,580302260865.91,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2011-03-31,500139182579.47,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2011-04-30,500746328255.21,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2011-05-31,562702824009.38,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2011-06-30,507321502041.05,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2011-07-31,532925861166.63,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2011-08-31,606506969589.03,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2011-09-30,541031507883.54,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2011-10-31,582513769263.08,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2011-11-30,608680115693.16,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2011-12-31,529642836276.99,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2012-01-31,618457688130.98,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2012-02-29,651038822318.88,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2012-03-31,570352995865.55,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2012-04-30,646465572365.03,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2012-05-31,648723553013.44,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2012-06-30,590779757782.67,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2012-07-31,649566756811.44,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2012-08-31,663476465986.78,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2012-09-30,560986923814.27,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2012-10-31,669782875630.13,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2012-11-30,702756734171.93,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2012-12-31,591027432819.85,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2013-01-31,631053417075.73,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2013-02-28,603592966843.64,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2013-03-31,515060070414.44,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2013-04-30,591435161334.03,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2013-05-31,569224597403.11,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2013-06-30,489217745605.03,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2013-07-31,526983414535.92,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2013-08-31,496778007319.99,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2013-09-30,542982786998.64,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
country/USA,seiche/OfrMoneyMarketFundRepoTotal_Sum_Amount_Investment,2013-10-31,537178901838.16,USDollar,seiche/OfrMonthlyRevisedSeries,P1D
